league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,away_points,away_expected_points,away_goals,away_xg,away_np_xg,away_np_xg_difference,away_ppda,away_deep_completions,home_points,home_expected_points,home_goals,home_xg,home_np_xg,home_np_xg_difference,home_ppda,home_deep_completions,home_possession,home_formation,home_opp_formation,away_possession,away_formation,away_opp_formation
3,2021,17526,2021-08-21 13:30:00,267,262,Greuther Furth,Arminia Bielefeld,ARM,GRE,1,0.2832,1,0.763691,0.763691,-1.055959,15.523809523809524,2,1,2.5850999999999997,1,2.57735,1.81965,1.055959,7.352941176470588,6,0.65,04/04/2002,04/04/2002,0.35,04/04/2002,04/04/2002
3,2021,17527,2021-08-21 13:30:00,268,125,Bochum,Mainz,MAI,BOC,0,1.1056,0,0.817413,0.817413,-0.235597,7.909090909090909,4,3,1.5544,2,1.05301,1.05301,0.235597,15.3125,1,0.42,4-2-3-1,03/05/2002,0.58,03/05/2002,4-2-3-1
3,2021,17528,2021-08-21 13:30:00,122,131,Hertha Berlin,Wolfsburg,WOL,HER,3,0.7029,2,0.558009,0.558009,0.141779,7.142857142857143,14,0,2.0049,1,1.17401,0.41623,-0.141779,15.142857142857142,2,0.41,4-2-3-1,4-2-3-1,0.6,4-2-3-1,4-2-3-1
3,2021,17529,2021-08-21 13:30:00,135,129,Freiburg,Borussia Dortmund,DOR,FRE,0,1.2763,1,1.49634,1.49634,-0.0878399999999999,6.3125,19,3,1.4434,2,1.58418,1.58418,0.0878399999999999,20.238095238095237,4,0.24,04/04/2002,04/04/2002,0.76,04/04/2002,04/04/2002
3,2021,17530,2021-08-21 13:30:00,132,121,Eintracht Frankfurt,Augsburg,AUG,EIN,1,0.3949,0,0.16593,0.16593,-1.1637700000000002,13.555555555555555,5,1,2.344,0,1.3297,1.3297,1.1637700000000002,4.76,8,0.62,4-2-3-1,4-2-3-1,0.38,4-2-3-1,4-2-3-1
3,2021,17531,2021-08-21 16:30:00,119,130,Bayer Leverkusen,Borussia Monchengladbach,BMG,LEV,0,1.1657,0,1.66054,0.902761,-1.0431590000000002,9.689655172413794,6,3,1.5598999999999998,4,1.94592,1.94592,1.0431590000000002,13.333333333333334,7,0.47,4-2-3-1,4-2-3-1,0.53,4-2-3-1,4-2-3-1
3,2021,17532,2021-08-22 13:30:00,120,240,Hoffenheim,Union Berlin,UNI,HOF,1,2.4052,2,2.35122,2.35122,1.384205,19.73684210526316,5,1,0.4249,2,0.967015,0.967015,-1.384205,8.7,8,0.64,4-2-2-2,03/05/2002,0.36,03/05/2002,4-2-2-2
3,2021,17533,2021-08-22 15:30:00,117,134,Bayern Munich,Koln,COL,BAY,0,0.2234,2,0.957893,0.957893,-2.1221270000000003,9.61111111111111,1,3,2.6723,3,3.08002,3.08002,2.1221270000000003,9.0,6,0.57,4-2-3-1,4-1-3-2,0.43,4-1-3-2,4-2-3-1
3,2021,17534,2021-08-27 18:30:00,129,120,Borussia Dortmund,Hoffenheim,HOF,DOR,0,0.8178,2,2.42487,2.42487,-0.98292,11.88,9,3,1.9797,3,3.40779,3.40779,0.98292,7.681818181818182,12,0.59,04/04/2002,4-2-3-1,0.41,4-2-3-1,04/04/2002
3,2021,17535,2021-08-28 13:30:00,134,268,Koln,Bochum,BOC,COL,0,0.1951999999999999,1,0.721445,0.721445,-2.189905,16.058823529411764,6,3,2.714,2,2.91135,2.91135,2.189905,3.652173913043478,10,0.71,4-1-3-2,04/03/2003,0.29,04/03/2003,4-1-3-2
3,2021,17536,2021-08-28 13:30:00,262,132,Arminia Bielefeld,Eintracht Frankfurt,EIN,ARM,1,2.2974,1,1.78556,1.78556,1.159026,6.36,10,1,0.4941,1,0.626534,0.626534,-1.159026,19.318181818181817,2,0.35,04/04/2002,4-2-3-1,0.66,4-2-3-1,04/04/2002
3,2021,17537,2021-08-28 13:30:00,121,119,Augsburg,Bayer Leverkusen,LEV,AUG,3,1.6644,4,2.1207,2.1207,0.4269999999999998,8.708333333333334,3,0,1.0878,1,1.6937,1.6937,-0.4269999999999998,10.875,4,0.42,4-2-3-1,4-2-3-1,0.58,4-2-3-1,4-2-3-1
3,2021,17538,2021-08-28 13:30:00,125,267,Mainz,Greuther Furth,GRE,MAI,0,0.099,0,0.304223,0.304223,-2.490707,10.0,5,3,2.8449,3,2.79493,2.79493,2.490707,6.147058823529412,12,0.48,03/05/2002,04/04/2002,0.52,04/04/2002,03/05/2002
3,2021,17539,2021-08-28 13:30:00,133,135,Stuttgart,Freiburg,FRE,STU,3,0.7234,3,1.36171,1.36171,-0.91892,14.08695652173913,5,0,2.0557,2,2.28063,2.28063,0.91892,7.15,9,0.65,03/04/2003,04/04/2002,0.35,04/04/2002,03/04/2003
3,2021,17540,2021-08-28 16:30:00,117,122,Bayern Munich,Hertha Berlin,HER,BAY,0,0.0307999999999999,0,0.575566,0.575566,-3.679564,22.4375,2,3,2.9501,5,4.25513,4.25513,3.679564,8.807692307692308,23,0.63,4-2-3-1,4-2-3-1,0.37,4-2-3-1,4-2-3-1
