league_id,season_id,game_id,date,home_team_id,away_team_id,home_team,away_team,away_team_code,home_team_code,away_points,away_expected_points,away_goals,away_xg,away_np_xg,away_np_xg_difference,away_ppda,away_deep_completions,home_points,home_expected_points,home_goals,home_xg,home_np_xg,home_np_xg_difference,home_ppda,home_deep_completions,home_possession,home_formation,home_opp_formation,away_possession,away_formation,away_opp_formation
3,2021,17730,2022-02-26 14:30:00,119,262,Bayer Leverkusen,Arminia Bielefeld,ARM,LEV,0,0.0767,0,0.307307,0.307307,-2.745163,29.4375,5,3,2.8739,3,3.05247,3.05247,2.745163,6.142857142857143,25,0.72,4-2-3-1,4-2-3-1,0.28,4-2-3-1,4-2-3-1
3,2021,17731,2022-02-26 17:30:00,132,117,Eintracht Frankfurt,Bayern Munich,BAY,EIN,3,2.3080999999999996,1,2.60814,2.60814,1.41894,8.352941176470589,14,0,0.5165,0,1.1892,1.1892,-1.41894,18.954545454545453,5,0.32,03/04/2003,03/04/2003,0.68,03/04/2003,03/04/2003
3,2021,17724,2022-02-27 14:30:00,268,136,Bochum,RB Leipzig,RBL,BOC,3,0.9405,1,0.61309,0.61309,-0.3856809999999999,10.523809523809524,4,0,1.7118000000000002,0,0.998771,0.998771,0.3856809999999999,9.347826086956522,3,0.51,04/03/2003,3-4-1-2,0.49,3-4-1-2,04/03/2003
3,2021,17725,2022-02-27 16:30:00,121,129,Augsburg,Borussia Dortmund,DOR,AUG,1,1.0551,1,0.640799,0.640799,-0.21523,10.823529411764708,2,1,1.5837,1,0.856029,0.856029,0.21523,10.45,9,0.35,3-4-1-2,03/05/2002,0.65,03/05/2002,3-4-1-2
3,2021,17734,2022-03-04 19:30:00,262,121,Arminia Bielefeld,Augsburg,AUG,ARM,3,1.3949,1,0.308406,0.308406,0.164656,11.8125,3,0,0.95,0,0.14375,0.14375,-0.164656,7.208333333333333,6,0.5,4-2-3-1,03/04/2003,0.5,03/04/2003,4-2-3-1
3,2021,17732,2022-03-05 14:30:00,268,267,Bochum,Greuther Furth,GRE,BOC,0,0.4377,1,0.579266,0.579266,-1.077334,5.206896551724138,4,3,2.3463000000000003,2,1.6566,1.6566,1.077334,6.53125,2,0.46,04/03/2003,04/04/2002,0.54,04/04/2002,04/03/2003
3,2021,17735,2022-03-05 14:30:00,122,132,Hertha Berlin,Eintracht Frankfurt,EIN,HER,3,2.1483,4,1.37042,1.37042,0.887177,11.0,6,0,0.5901000000000001,1,0.483243,0.483243,-0.887177,10.8,5,0.47,04/03/2003,03/04/2003,0.53,03/04/2003,04/03/2003
3,2021,17738,2022-03-05 14:30:00,131,240,Wolfsburg,Union Berlin,UNI,WOL,0,2.3586,0,1.55639,1.55639,1.144693,9.8,8,3,0.4278,1,0.411697,0.411697,-1.144693,11.823529411764708,2,0.46,04/04/2002,03/05/2002,0.54,03/05/2002,04/04/2002
3,2021,17739,2022-03-05 14:30:00,136,135,RB Leipzig,Freiburg,FRE,RBL,1,1.052,1,0.484924,0.484924,-0.2687269999999999,35.5,1,1,1.5344,1,0.753651,0.753651,0.2687269999999999,7.041666666666667,14,0.72,3-4-1-2,03/05/2002,0.28,03/05/2002,3-4-1-2
3,2021,17740,2022-03-05 14:30:00,117,119,Bayern Munich,Bayer Leverkusen,LEV,BAY,1,1.8124,1,2.26407,2.26407,0.5981699999999999,15.16,7,1,0.9727,1,1.6659,1.6659,-0.5981699999999999,6.923076923076923,14,0.69,4-2-3-1,03/04/2003,0.31,03/04/2003,4-2-3-1
3,2021,17737,2022-03-05 17:30:00,133,130,Stuttgart,Borussia Monchengladbach,BMG,STU,0,0.6149,2,1.20797,1.20797,-1.1595399999999998,20.58823529411765,4,3,2.1818,3,2.36751,2.36751,1.1595399999999998,16.1875,8,0.57,04/03/2003,4-2-3-1,0.43,4-2-3-1,04/03/2003
3,2021,17733,2022-03-06 16:30:00,134,120,Koln,Hoffenheim,HOF,COL,3,2.4850000000000003,1,2.87337,2.87337,1.65321,16.6,5,0,0.3727,0,1.22016,1.22016,-1.65321,12.166666666666666,8,0.55,4-2-3-1,03/05/2002,0.45,03/05/2002,4-2-3-1
3,2021,17743,2022-03-12 14:30:00,120,117,Hoffenheim,Bayern Munich,BAY,HOF,1,2.5477,1,3.98532,3.98532,1.9586400000000004,7.5,7,1,0.3328,1,2.02668,2.02668,-1.9586400000000004,21.38888888888889,13,0.38,05/04/2001,3-2-4-1,0.62,3-2-4-1,05/04/2001
3,2021,17744,2022-03-12 14:30:00,135,131,Freiburg,Wolfsburg,WOL,FRE,0,0.8573,2,0.908576,0.908576,-0.6337139999999999,10.571428571428571,10,3,1.8778999999999997,3,1.54229,1.54229,0.6337139999999999,11.916666666666666,12,0.42,03/04/2003,03/04/2003,0.58,03/04/2003,03/04/2003
3,2021,17746,2022-03-12 14:30:00,240,133,Union Berlin,Stuttgart,STU,UNI,1,1.2254,1,1.73181,1.73181,0.59022,8.73913043478261,2,1,1.4981,1,1.89937,1.14159,-0.59022,10.419354838709678,4,0.44,03/05/2002,04/03/2003,0.56,04/03/2003,03/05/2002
3,2021,17745,2022-03-12 17:30:00,130,122,Borussia Monchengladbach,Hertha Berlin,HER,BMG,0,0.3530999999999999,0,0.443109,0.443109,-0.554986,9.419354838709678,4,3,2.4720000000000004,2,1.75587,0.998095,0.554986,9.571428571428571,6,0.54,03/04/2003,3-1-4-2,0.47,3-1-4-2,03/04/2003
3,2021,17747,2022-03-13 14:30:00,119,134,Bayer Leverkusen,Koln,COL,LEV,3,0.2657,1,0.59749,0.59749,-1.80369,6.823529411764706,8,0,2.6042,0,2.40118,2.40118,1.80369,8.782608695652174,11,0.54,4-2-3-1,4-1-3-2,0.46,4-1-3-2,4-2-3-1
3,2021,17748,2022-03-13 16:30:00,132,268,Eintracht Frankfurt,Bochum,BOC,EIN,0,1.0442,1,1.20928,1.20928,-0.34348,7.533333333333333,4,3,1.6486999999999998,2,1.55276,1.55276,0.34348,9.476190476190476,6,0.53,03/04/2003,4-1-4-1,0.47,4-1-4-1,03/04/2003
3,2021,17749,2022-03-13 16:30:00,129,262,Borussia Dortmund,Arminia Bielefeld,ARM,DOR,0,0.4504,0,0.691049,0.691049,-1.378631,17.61111111111111,13,3,2.3632,1,2.06968,2.06968,1.378631,17.0,11,0.59,4-2-3-1,4-2-3-1,0.41,4-2-3-1,4-2-3-1
3,2021,17741,2022-03-13 18:30:00,267,136,Greuther Furth,RB Leipzig,RBL,GRE,3,2.6191,6,2.14171,2.14171,1.7639169999999995,16.727272727272727,11,0,0.2512,1,0.377793,0.377793,-1.7639169999999995,29.615384615384617,1,0.47,04/04/2002,3-4-1-2,0.53,3-4-1-2,04/04/2002
3,2021,17736,2022-03-16 17:30:00,125,129,Mainz,Borussia Dortmund,DOR,MAI,3,1.9001,1,1.39041,1.39041,0.6080039999999999,7.952380952380952,6,0,0.8219,0,0.782406,0.782406,-0.6080039999999999,9.071428571428571,5,0.41,03/04/2003,4-2-3-1,0.59,4-2-3-1,03/04/2003
3,2021,17751,2022-03-18 17:30:00,268,130,Bochum,Borussia Monchengladbach,BMG,BOC,3,0.5760000000000001,2,0.616407,0.616407,-1.039923,12.6,6,0,2.2017,0,1.65633,1.65633,1.039923,3.8823529411764706,1,0.51,04/03/2003,03/04/2003,0.49,03/04/2003,04/03/2003
3,2021,17750,2022-03-19 14:30:00,267,135,Greuther Furth,Freiburg,FRE,GRE,1,1.5882999999999998,0,1.05712,1.05712,0.275781,10.588235294117649,8,1,1.0738,0,0.781339,0.781339,-0.275781,10.451612903225806,3,0.39,3-4-1-2,04/04/2002,0.62,04/04/2002,3-4-1-2
3,2021,17753,2022-03-19 14:30:00,122,120,Hertha Berlin,Hoffenheim,HOF,HER,0,0.4589999999999999,0,0.576415,0.576415,-1.187065,4.4,4,3,2.3373000000000004,3,1.76348,1.76348,1.187065,23.133333333333333,2,0.3,4-1-4-1,03/05/2002,0.71,03/05/2002,4-1-4-1
3,2021,17754,2022-03-19 14:30:00,125,262,Mainz,Arminia Bielefeld,ARM,MAI,0,0.0071,0,0.236164,0.236164,-1.816876,9.166666666666666,2,3,2.9873,4,4.32637,2.05304,1.816876,6.962962962962963,11,0.57,03/04/2003,4-2-3-1,0.44,4-2-3-1,03/04/2003
3,2021,17755,2022-03-19 14:30:00,133,121,Stuttgart,Augsburg,AUG,STU,0,0.4700999999999999,2,0.770891,0.770891,-1.4122290000000002,14.523809523809524,2,3,2.3463000000000003,3,2.18312,2.18312,1.4122290000000002,7.545454545454546,13,0.63,04/03/2003,03/04/2003,0.37,03/04/2003,04/03/2003
3,2021,17758,2022-03-19 17:30:00,117,240,Bayern Munich,Union Berlin,UNI,BAY,0,0.4539,0,1.38973,1.38973,-0.6727700000000001,26.73684210526316,2,3,2.3844000000000003,4,2.82028,2.0625,0.6727700000000001,6.266666666666667,8,0.71,4-1-4-1,03/05/2002,0.29,03/05/2002,4-1-4-1
3,2021,17757,2022-03-20 14:30:00,136,132,RB Leipzig,Eintracht Frankfurt,EIN,RBL,1,0.5667,0,0.258751,0.258751,-0.801139,9.297297297297296,2,1,2.1018,0,1.05989,1.05989,0.801139,14.304347826086955,17,0.55,3-4-1-2,03/04/2003,0.45,03/04/2003,3-4-1-2
3,2021,17756,2022-03-20 16:30:00,131,119,Wolfsburg,Bayer Leverkusen,LEV,WOL,3,1.4523,2,1.43941,1.43941,0.1214399999999999,16.785714285714285,6,0,1.2789,0,1.31797,1.31797,-0.1214399999999999,12.61111111111111,9,0.5,03/04/2003,3-4-1-2,0.5,3-4-1-2,03/04/2003
3,2021,17752,2022-03-20 18:30:00,134,129,Koln,Borussia Dortmund,DOR,COL,1,1.0718,1,1.0401,1.0401,-0.2248999999999998,11.16,4,1,1.5758,1,1.265,1.265,0.2248999999999998,6.088235294117647,4,0.55,4-1-3-2,4-1-4-1,0.45,4-1-4-1,4-1-3-2
3,2021,17764,2022-04-01 18:30:00,240,134,Union Berlin,Koln,COL,UNI,0,0.5132000000000001,0,0.220646,0.220646,-0.851854,6.238095238095238,1,3,2.1719,1,1.0725,1.0725,0.851854,10.371428571428572,4,0.36,03/05/2002,4-2-3-1,0.64,4-2-3-1,03/05/2002
3,2021,17759,2022-04-02 13:30:00,262,133,Arminia Bielefeld,Stuttgart,STU,ARM,1,2.5968,1,2.73417,1.97639,0.96607,10.88,8,1,0.2766,1,1.01032,1.01032,-0.96607,18.416666666666668,7,0.54,4-2-3-1,04/03/2003,0.46,04/03/2003,4-2-3-1
3,2021,17761,2022-04-02 13:30:00,120,268,Hoffenheim,Bochum,BOC,HOF,3,1.2062000000000002,2,1.70208,1.70208,-0.2666199999999998,20.785714285714285,4,0,1.5506000000000002,1,1.9687,1.9687,0.2666199999999998,11.15,15,0.59,3-4-1-2,04/03/2003,0.41,04/03/2003,3-4-1-2
3,2021,17762,2022-04-02 13:30:00,135,117,Freiburg,Bayern Munich,BAY,FRE,3,2.7549,4,3.15613,3.15613,2.401867,11.444444444444445,14,0,0.1662,1,0.754263,0.754263,-2.401867,18.894736842105264,8,0.39,03/04/2003,4-2-3-1,0.62,4-2-3-1,03/04/2003
3,2021,17765,2022-04-02 13:30:00,119,122,Bayer Leverkusen,Hertha Berlin,HER,LEV,0,0.7121,1,0.872251,0.872251,-0.915159,20.833333333333332,3,3,2.0342,2,1.78741,1.78741,0.915159,6.380952380952381,8,0.69,4-2-3-1,4-1-4-1,0.31,4-1-4-1,4-2-3-1
3,2021,17766,2022-04-02 13:30:00,132,267,Eintracht Frankfurt,Greuther Furth,GRE,EIN,1,0.6214,0,0.466385,0.466385,-0.852895,29.0,6,1,2.1012999999999997,0,1.31928,1.31928,0.852895,7.12,8,0.68,03/05/2002,3-4-1-2,0.32,3-4-1-2,03/05/2002
3,2021,17767,2022-04-02 16:30:00,129,136,Borussia Dortmund,RB Leipzig,RBL,DOR,3,1.5747,4,1.23272,1.23272,0.262753,23.941176470588236,9,0,1.1208,1,0.969967,0.969967,-0.262753,8.074074074074074,12,0.64,03/04/2003,03/05/2002,0.36,03/05/2002,03/04/2003
3,2021,17760,2022-04-03 13:30:00,121,131,Augsburg,Wolfsburg,WOL,AUG,0,0.4456,0,1.18916,1.18916,-1.33929,7.095238095238095,10,3,2.3884,3,2.52845,2.52845,1.33929,10.448275862068966,8,0.38,03/04/2003,03/04/2003,0.62,03/04/2003,03/04/2003
3,2021,17763,2022-04-03 15:30:00,130,125,Borussia Monchengladbach,Mainz,MAI,BMG,1,1.5232,1,1.78,1.78,0.22807,10.0,6,1,1.2247,1,1.55193,1.55193,-0.22807,12.454545454545457,6,0.52,03/04/2003,03/04/2003,0.48,03/04/2003,03/04/2003
3,2021,17742,2022-04-06 16:30:00,121,125,Augsburg,Mainz,MAI,AUG,0,1.2774,1,1.84563,1.84563,0.67828,5.0,6,3,1.449,2,1.92513,1.16735,-0.67828,11.681818181818182,2,0.38,03/04/2003,03/05/2002,0.62,03/05/2002,03/04/2003
3,2021,17772,2022-04-08 18:30:00,133,129,Stuttgart,Borussia Dortmund,DOR,STU,3,0.9589,2,1.49649,1.49649,-0.5351399999999997,16.176470588235293,15,0,1.7767,0,2.03163,2.03163,0.5351399999999997,14.653846153846152,5,0.42,04/03/2003,4-2-3-1,0.58,4-2-3-1,04/03/2003
